package_name,category_of_package,cities_to_be_visit,count_of_cities,categories_by_days,no_of_nights,no_of_days,categories_by_price,accommodation_facility,price,tokenized_cities_to_be_visit,tokenized_package_name
kedarnath from delhi by cab,holiday_package,"delhi ,   haridwar ,   guptakashi ,   haridwar",4,medium trip,4,5,standard,3-star hotel,15500.0,"['delhi', 'haridwar', 'guptakashi', 'haridwar']","['Kedarnath', 'from', 'Delhi', 'by', 'Cab']"
valley of flowers package for 7 night 8 days,holiday_package,"haridwar ,  pipalkoti ,  ghangaria ,  badrinath ,  valley of flowers",7,long trip,7,8,standard,standard hotel,22557.0,"['haridwar', 'pipalkoti', 'ghangaria', 'badrinath', 'valley', 'of', 'flowers']","['Valley', 'of', 'Flowers', 'Package', 'for', '7', 'Night', '8', 'Days']"
ek dham yatra - badrinath,spiritual packages,"haridwar ,   badrinath ,   srinagar",3,medium trip,3,4,budget,budget hotel,11200.0,"['haridwar', 'badrinath', 'srinagar']","['Ek', 'Dham', 'Yatra', 'Badrinath']"
chaar dhaam yatra,spiritual packages,"haridwar ,   barkot ,   gangotri ,   kedarnath ,    pipalcotti ,   rishikesh",6,long trip,10,11,premium,4-star hotel,40670.0,"['haridwar', 'barkot', 'gangotri', 'kedarnath', 'pipalcotti', 'rishikesh']","['Chaar', 'Dhaam', 'Yatra']"
kedarnath and badrinath darshan via helicopter,spiritual packages,"dehradun ,   guptkashi ,   joshimath ,   badrinath ,   rudraprayag",5,medium trip,5,6,premium,5-star hotel,45000.0,"['dehradun', 'guptkashi', 'joshimath', 'badrinath', 'rudraprayag']","['Kedarnath', 'and', 'Badrinath', 'Darshan', 'via', 'Helicopter']"
char dham yatra,spiritual packages,"haridwar ,   barkot ,   uttarkashi ,   sitapur/guptkashi ,   kedarnath ,   badrinath ,   rudraprayag",7,long trip,9,10,standard,standard hotel,19000.0,"['haridwar', 'barkot', 'uttarkashi', 'sitapurguptkashi', 'kedarnath', 'badrinath', 'rudraprayag']","['Char', 'Dham', 'Yatra']"
2 nights auli package with trekking and skiing,adventure_package,"haridwar ,   auli",2,short trip,2,3,budget,low-cost apartment,9500.0,"['haridwar', 'auli']","['2', 'Nights', 'Auli', 'Package', 'with', 'Trekking', 'and', 'Skiing']"
uttarkhand char dham yatra from haridwar,spiritual packages,"haridwar ,   barkot ,   yamountri ,   jankichatti ,   gangotri ,  sitapur ,  kedarnath ,   pipalcotti ,   badrinath ,   haridwar",10,long trip,10,11,luxury,5-star resort,61000.0,"['haridwar', 'barkot', 'yamountri', 'jankichatti', 'gangotri', 'sitapur', 'kedarnath', 'pipalcotti', 'badrinath', 'haridwar']","['Uttarkhand', 'Char', 'Dham', 'Yatra', 'from', 'Haridwar']"
"gangotri, kedarnath and badrinath yatra from delhi",spiritual packages,"delhi ,   haridwar ,   uttarkashi ,   gangotri ,   guptkashi ,   kedarnath ,   rudraprayag ,   badrinath ,   joshimath ,   rishikesh",10,long trip,9,10,luxury,5-star resort,60140.0,"['delhi', 'haridwar', 'uttarkashi', 'gangotri', 'guptkashi', 'kedarnath', 'rudraprayag', 'badrinath', 'joshimath', 'rishikesh']","['Gangotri', 'Kedarnath', 'and', 'Badrinath', 'Yatra', 'from', 'Delhi']"
haridwar rishikesh mussoorie tour packages from delhi,spiritual packages,"delhi ,   haridwar ,   rishikesh ,   mussoorie ,   dhanaulti",5,medium trip,6,7,budget,budget hotel,15000.0,"['delhi', 'haridwar', 'rishikesh', 'mussoorie', 'dhanaulti']","['Haridwar', 'Rishikesh', 'Mussoorie', 'Tour', 'Packages', 'From', 'Delhi']"
"thirilling haridwar, jim corbett and rishkesh tour",spiritual packages,"rishkesh ,   haridwar ,   jim corbett",4,medium trip,5,6,premium,5-star hotel,35758.0,"['rishkesh', 'haridwar', 'jim', 'corbett']","['Thirilling', 'Haridwar', 'Jim', 'Corbett', 'and', 'Rishkesh', 'Tour']"
yamunotri and gangotri tour package,spiritual packages,"haridwar ,   yamunotri ,  gangotri ,  haridwar",4,medium trip,3,4,budget,budget hotel,14000.0,"['haridwar', 'yamunotri', 'gangotri', 'haridwar']","['Yamunotri', 'and', 'Gangotri', 'Tour', 'Package']"
"unforgettable haridwar, rishikesh and nainital tour",spiritual packages,"rishikesh ,   haridwar ,   nainital",3,medium trip,6,7,premium,5-star hotel,30608.0,"['rishikesh', 'haridwar', 'nainital']","['Unforgettable', 'Haridwar', 'Rishikesh', 'and', 'Nainital', 'Tour']"
"all in 1 package - haridwar, rishikesh, mussoorie and more",spiritual packages,"dehradun  ,   mussoorie  ,   rishikesh  ,   haridwar  ,   jim corbett",6,long trip,8,9,premium,4-star hotel,34591.0,"['dehradun', 'mussoorie', 'rishikesh', 'haridwar', 'jim', 'corbett']","['All', 'in', '1', 'Package', 'Haridwar', 'Rishikesh', 'Mussoorie', 'and', 'More']"
char dham yatra,spiritual packages,"delhi ,   haridwar ,   barkot ,   yamunotri ,   uttarkashi ,   gangotri ,   sitapur ,   pipalkoti",8,long trip,10,11,luxury,5-star resort,64999.0,"['delhi', 'haridwar', 'barkot', 'yamunotri', 'uttarkashi', 'gangotri', 'sitapur', 'pipalkoti']","['Char', 'Dham', 'Yatra']"
"marvelous haridwar, delhi & more",spiritual packages,"delhi ,   haridwar ,   varanasi ,   bodh gaya",5,medium trip,5,6,standard,3-star hotel,21950.0,"['delhi', 'haridwar', 'varanasi', 'bodh', 'gaya']","['Marvelous', 'Haridwar', 'Delhi', 'More']"
senior friendly char dham yatra package,spiritual packages,"haridwar ,  badkot ,  yamunotri ,   uttarkashi ,  gangotri ,   guptkashi ,  kedarnath ,  guptkashi ,  badrinath ,  govindghat",10,long trip,10,11,luxury,5-star resort,61000.0,"['haridwar', 'badkot', 'yamunotri', 'uttarkashi', 'gangotri', 'guptkashi', 'kedarnath', 'guptkashi', 'badrinath', 'govindghat']","['Senior', 'Friendly', 'Char', 'Dham', 'Yatra', 'Package']"
haridwar do dham tour package,spiritual packages,"haridwar ,   guptkashi ,   kedarnath ,  guptkashi ,  govindghat ,   haridwar",6,long trip,7,8,standard,standard hotel,22500.0,"['haridwar', 'guptkashi', 'kedarnath', 'guptkashi', 'govindghat', 'haridwar']","['Haridwar', 'Do', 'Dham', 'Tour', 'Package']"
3 days rishikesh rafting tour package,adventure_package,rishikesh,1,short trip,2,3,budget,low-cost apartment,5500.0,['rishikesh'],"['3', 'Days', 'Rishikesh', 'Rafting', 'Tour', 'Package']"
weekend escapade to rishikesh with river rafting,weekend_package,rishikesh,1,short trip,1,2,budget,low-cost apartment,3000.0,['rishikesh'],"['Weekend', 'Escapade', 'to', 'Rishikesh', 'with', 'River', 'Rafting']"
exciting auli & rishikesh family holiday package,family_package,"delhi ,   rishikesh ,   auli ,   haridwar",4,medium trip,4,5,standard,3-star hotel,15999.0,"['delhi', 'rishikesh', 'auli', 'haridwar']","['Exciting', 'Auli', 'Rishikesh', 'Family', 'Holiday', 'Package']"
"captivating uttarakhand: rishikesh, dhanaulti, mussoorie",holiday_package,"haridwar ,  rishikesh ,  mussoorie ,  dhanaulti",4,medium trip,3,4,budget,budget hotel,10500.0,"['haridwar', 'rishikesh', 'mussoorie', 'dhanaulti']","['Captivating', 'Uttarakhand', 'Rishikesh', 'Dhanaulti', 'Mussoorie']"
rishikesh yoga & meditation tour package,wellness_package,"haridwar ,   rishikesh",2,short trip,2,3,budget,low-cost apartment,8500.0,"['haridwar', 'rishikesh']","['Rishikesh', 'Yoga', 'Meditation', 'Tour', 'Package']"
action packed rishikesh tour with camping & rafting,nature_package,shivpuri,1,short trip,1,2,budget,low-cost apartment,3200.0,['shivpuri'],"['Action', 'Packed', 'Rishikesh', 'Tour', 'with', 'Camping', 'Rafting']"
char dham yatra package from rishikesh,spiritual packages,"rishikesh ,  kedarnath ,  badrinath ,  rishikesh",4,medium trip,3,4,standard,3-star hotel,18000.0,"['rishikesh', 'kedarnath', 'badrinath', 'rishikesh']","['Char', 'Dham', 'Yatra', 'Package', 'from', 'Rishikesh']"
ravishing rishkesh & mussoorie tour,holiday_package,"delhi ,   dehradun ,  mussoorie ,  rishikesh",4,medium trip,5,6,standard,3-star hotel,21000.0,"['delhi', 'dehradun', 'mussoorie', 'rishikesh']","['Ravishing', 'Rishkesh', 'Mussoorie', 'Tour']"
golden triangle with rishikesh tour,holiday_package,"delhi ,  jaipur ,  agra ,  rishikesh",4,long trip,9,10,premium,4-star hotel,40000.0,"['delhi', 'jaipur', 'agra', 'rishikesh']","['Golden', 'Triangle', 'with', 'Rishikesh', 'Tour']"
uttarakhand 5 day itinerary: corbett national park & rishikesh,nature_package,"delhi  ,   jim corbett national park ,  rishikesh",6,medium trip,4,5,standard,3-star hotel,21000.0,"['delhi', 'jim', 'corbett', 'national', 'park', 'rishikesh']","['Uttarakhand', '5', 'Day', 'Itinerary', 'Corbett', 'National', 'Park', 'Rishikesh']"
pilgrimage & temple tour of north india,spiritual packages,"mathura ,  vrindavan ,   agra ,   delhi ,   haridwar ,   rishikesh",6,long trip,8,9,premium,4-star hotel,32500.0,"['mathura', 'vrindavan', 'agra', 'delhi', 'haridwar', 'rishikesh']","['Pilgrimage', 'Temple', 'Tour', 'of', 'North', 'India']"
exhilarating nainital and mussoorie,holiday_package,"delhi ,   rishikesh ,   mussoorie ,   jim corbett national park ,   kausani ,   nainital",9,long trip,8,9,standard,standard hotel,29890.0,"['delhi', 'rishikesh', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'kausani', 'nainital']","['Exhilarating', 'Nainital', 'and', 'Mussoorie']"
10 days group trek tour to valley of flowers & hemkund sahib,family_package,"delhi ,   rishikesh ,   joshimath ,   ghangaria ,   srinagar",5,long trip,8,9,premium,4-star hotel,40500.0,"['delhi', 'rishikesh', 'joshimath', 'ghangaria', 'srinagar']","['10', 'Days', 'Group', 'Trek', 'Tour', 'to', 'Valley', 'of', 'Flowers', 'Hemkund', 'Sahib']"
uttarakhand delight package,holiday_package,"delhi ,   rishikesh ,   lansdowne ,   jim corbett national park ,  kausani ,   binsar ,   nainital",10,long trip,7,8,standard,standard hotel,28500.0,"['delhi', 'rishikesh', 'lansdowne', 'jim', 'corbett', 'national', 'park', 'kausani', 'binsar', 'nainital']","['Uttarakhand', 'Delight', 'Package']"
"thirilling rishkesh, haridwar and jim corbett tour",spiritual packages,"rishkesh ,   haridwar ,   jim corbett",4,medium trip,5,6,premium,5-star hotel,35758.0,"['rishkesh', 'haridwar', 'jim', 'corbett']","['Thirilling', 'Rishkesh', 'Haridwar', 'and', 'Jim', 'Corbett', 'Tour']"
"religious package - rishikesh, rudraprayag, joshimath and more",spiritual packages,"rishikesh ,   rudraprayag  ,   joshimath ,   kedarnath",4,medium trip,6,7,standard,3-star hotel,17498.0,"['rishikesh', 'rudraprayag', 'joshimath', 'kedarnath']","['Religious', 'Package', 'Rishikesh', 'Rudraprayag', 'Joshimath', 'and', 'More']"
"unforgettable rishikesh, haridwar and nainital tour",spiritual packages,"rishikesh ,   haridwar ,   nainital",3,medium trip,6,7,premium,5-star hotel,30608.0,"['rishikesh', 'haridwar', 'nainital']","['Unforgettable', 'Rishikesh', 'Haridwar', 'and', 'Nainital', 'Tour']"
simply rishikesh,holiday_package,rishikesh,1,medium trip,3,4,budget,budget hotel,10594.0,['rishikesh'],"['Simply', 'Rishikesh']"
new year: rafting & camping in rishikesh,adventure_package,rishikesh,1,short trip,1,2,budget,low-cost apartment,2500.0,['rishikesh'],"['New', 'Year', 'Rafting', 'Camping', 'In', 'Rishikesh']"
blissful auli and rishikesh tour package,holiday_package,"rishikesh ,   auli ,   rishikesh",3,medium trip,4,5,budget,budget hotel,15000.0,"['rishikesh', 'auli', 'rishikesh']","['Blissful', 'Auli', 'and', 'Rishikesh', 'Tour', 'Package']"
mussoorie rishikesh & corbett tour package,holiday_package,"mussoorie ,   rishikesh ,   corbett national park",5,medium trip,5,6,standard,3-star hotel,17500.0,"['mussoorie', 'rishikesh', 'corbett', 'national', 'park']","['Mussoorie', 'Rishikesh', 'Corbett', 'Tour', 'Package']"
love in uttarakhand honeymoon package (photoshoot included),honeymoon_package,"delhi ,   rishikesh ,   mussoorie ,   jim corbett national park ,   kausani ,   nainital",9,long trip,8,9,premium,4-star hotel,35890.0,"['delhi', 'rishikesh', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'kausani', 'nainital']","['Love', 'in', 'Uttarakhand', 'Honeymoon', 'Package', 'Photoshoot', 'Included']"
taj mahal with rishikesh tour,holiday_package,"delhi ,  jaipur ,  agra ,  rishikesh",4,long trip,9,10,premium,4-star hotel,32000.0,"['delhi', 'jaipur', 'agra', 'rishikesh']","['Taj', 'Mahal', 'with', 'Rishikesh', 'Tour']"
delhi nainital mussoorie tour package - 5 nights 6 days,holiday_package,"delhi ,   mussoorie ,   jim corbett national park ,   nainital",7,medium trip,5,6,standard,3-star hotel,22500.0,"['delhi', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'nainital']","['Delhi', 'Nainital', 'Mussoorie', 'Tour', 'Package', '5', 'Nights', '6', 'Days']"
holiday in mussoorie & dehradun family tour package,family_package,"delhi ,   dehradun ,   mussoorie",3,medium trip,4,5,standard,3-star hotel,20000.0,"['delhi', 'dehradun', 'mussoorie']","['Holiday', 'in', 'Mussoorie', 'Dehradun', 'Family', 'Tour', 'Package']"
quick getaway to mussoorie from delhi,weekend_package,"delhi ,   mussoorie",2,short trip,1,2,budget,low-cost apartment,3500.0,"['delhi', 'mussoorie']","['Quick', 'Getaway', 'to', 'Mussoorie', 'from', 'Delhi']"
weekend getaway to mussoorie & dhanaulti tour,weekend_package,mussoorie,1,short trip,2,3,budget,low-cost apartment,8500.0,['mussoorie'],"['Weekend', 'Getaway', 'to', 'Mussoorie', 'Dhanaulti', 'Tour']"
lovely mussoorie honeymoon tour,honeymoon_package,"delhi ,   mussoorie",2,medium trip,3,4,standard,3-star hotel,15200.0,"['delhi', 'mussoorie']","['Lovely', 'Mussoorie', 'Honeymoon', 'Tour']"
triple trio package - rishikesh with mussoorie tour,holiday_package,"delhi ,   dehradun ,  mussoorie ,  rishikesh",4,medium trip,5,6,standard,3-star hotel,21000.0,"['delhi', 'dehradun', 'mussoorie', 'rishikesh']","['Triple', 'Trio', 'Package', 'Rishikesh', 'with', 'Mussoorie', 'Tour']"
nainital and mussoorie tour,holiday_package,"delhi ,   mussoorie ,   nainital",3,medium trip,4,5,standard,3-star hotel,15500.0,"['delhi', 'mussoorie', 'nainital']","['Nainital', 'and', 'Mussoorie', 'Tour']"
rishikesh mussoorie tour package,holiday_package,"haridwar ,  rishikesh ,  mussoorie ,  dhanaulti",4,medium trip,3,4,budget,budget hotel,10500.0,"['haridwar', 'rishikesh', 'mussoorie', 'dhanaulti']","['Rishikesh', 'Mussoorie', 'Tour', 'Package']"
"7 nights splendid uttarakhand trip with mussoorie, ranikhet & more",holiday_package,"delhi ,   mussoorie ,   jim corbett national park ,   ranikhet ,   nainital",8,long trip,7,8,standard,standard hotel,25000.0,"['delhi', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'ranikhet', 'nainital']","['7', 'Nights', 'Splendid', 'Uttarakhand', 'Trip', 'with', 'Mussoorie', 'Ranikhet', 'More']"
best selling mussoorie tour package from delhi,holiday_package,"delhi ,   mussoorie",2,short trip,2,3,budget,low-cost apartment,8850.0,"['delhi', 'mussoorie']","['Best', 'Selling', 'Mussoorie', 'Tour', 'Package', 'from', 'Delhi']"
nag tibba trek package,holiday_package,"dehradun ,   nag tibba",3,short trip,1,2,budget,low-cost apartment,4000.0,"['dehradun', 'nag', 'tibba']","['Nag', 'Tibba', 'Trek', 'Package']"
dreamy nainital mussoorie honeymoon special tour,honeymoon_package,"delhi ,   mussoorie ,   nainital",3,medium trip,4,5,budget,budget hotel,13500.0,"['delhi', 'mussoorie', 'nainital']","['Dreamy', 'Nainital', 'Mussoorie', 'Honeymoon', 'Special', 'Tour']"
"classic uttarakhand honeymoon package: nainital, corbett and mussoorie tour",honeymoon_package,"delhi ,   mussoorie ,   jim corbett national park ,   nainital",7,medium trip,5,6,standard,3-star hotel,21500.0,"['delhi', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'nainital']","['Classic', 'Uttarakhand', 'Honeymoon', 'Package', 'Nainital', 'Corbett', 'and', 'Mussoorie', 'Tour']"
"ethereal honeymoon in nainital, jim corbett and mussoorie",honeymoon_package,"delhi ,   mussoorie ,   jim corbett national park ,   nainital",7,medium trip,5,6,standard,3-star hotel,20500.0,"['delhi', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'nainital']","['Ethereal', 'Honeymoon', 'in', 'Nainital', 'Jim', 'Corbett', 'and', 'Mussoorie']"
nainital mussoorie honeymoon package by car from delhi,honeymoon_package,"delhi ,   mussoorie ,   nainital",3,medium trip,4,5,budget,budget hotel,14500.0,"['delhi', 'mussoorie', 'nainital']","['Nainital', 'Mussoorie', 'Honeymoon', 'Package', 'by', 'Car', 'from', 'Delhi']"
"romantic uttarakhand honeymoon package with mussoorie, ranikhet & more",honeymoon_package,"delhi ,   mussoorie ,   jim corbett national park ,   ranikhet ,   nainital",8,long trip,7,8,premium,4-star hotel,32000.0,"['delhi', 'mussoorie', 'jim', 'corbett', 'national', 'park', 'ranikhet', 'nainital']","['Romantic', 'Uttarakhand', 'Honeymoon', 'Package', 'with', 'Mussoorie', 'Ranikhet', 'More']"
memorable uttarakhand luxury honeymoon package,luxury_package,"delhi ,   haridwar ,   mussoorie ,   nainital ,   corbett ,   delhi",6,long trip,8,9,premium,4-star hotel,31950.0,"['delhi', 'haridwar', 'mussoorie', 'nainital', 'corbett', 'delhi']","['Memorable', 'Uttarakhand', 'Luxury', 'Honeymoon', 'Package']"
classic uttarakhand honeymoon package,honeymoon_package,"delhi ,   nainital ,   jim corbett national park ,   haridwar ,   mussoorie",8,long trip,7,8,premium,4-star hotel,31000.0,"['delhi', 'nainital', 'jim', 'corbett', 'national', 'park', 'haridwar', 'mussoorie']","['Classic', 'Uttarakhand', 'Honeymoon', 'Package']"
spiritual heaven and wildlife treasures uttarakhand package,spiritual packages,"mussoorie ,   corbett national park ,   nainital",5,medium trip,5,6,standard,3-star hotel,17000.0,"['mussoorie', 'corbett', 'national', 'park', 'nainital']","['Spiritual', 'Heaven', 'and', 'Wildlife', 'Treasures', 'Uttarakhand', 'Package']"
"nainital, kausani and ranikhet delight tour package",holiday_package,"delhi ,   nainital ,   kausani ,   ranikhet",4,medium trip,4,5,budget,budget hotel,14500.0,"['delhi', 'nainital', 'kausani', 'ranikhet']","['Nainital', 'Kausani', 'and', 'Ranikhet', 'Delight', 'Tour', 'Package']"
nainital tour package 2 nights 3 days,holiday_package,nainital,1,short trip,2,3,budget,low-cost apartment,5500.0,['nainital'],"['Nainital', 'Tour', 'Package', '2', 'Nights', '3', 'Days']"
uttarakhand tour packages for couple,honeymoon_package,"delhi ,   kuchesar ,   jim corbett national park ,   almora ,   nainital",8,medium trip,4,5,standard,3-star hotel,18000.0,"['delhi', 'kuchesar', 'jim', 'corbett', 'national', 'park', 'almora', 'nainital']","['Uttarakhand', 'Tour', 'Packages', 'for', 'Couple']"
nainital corbett tour packages,holiday_package,"delhi ,   nainital ,   jim corbett national park",6,medium trip,3,4,budget,budget hotel,13500.0,"['delhi', 'nainital', 'jim', 'corbett', 'national', 'park']","['Nainital', 'Corbett', 'Tour', 'Packages']"
"uttarakhand tour packages from delhi: nainital, ranikhet, almora & kausani",holiday_package,"delhi ,   nainital ,   ranikhet ,   almora ,   kausani",5,medium trip,5,6,standard,3-star hotel,16450.0,"['delhi', 'nainital', 'ranikhet', 'almora', 'kausani']","['Uttarakhand', 'Tour', 'Packages', 'From', 'Delhi', 'Nainital', 'Ranikhet', 'Almora', 'Kausani']"
amazing nainital family tour package,family_package,"delhi ,   nainital ,  ranikhet ,  naukuchiatal ,  bhimtal",5,medium trip,3,4,budget,budget hotel,9000.0,"['delhi', 'nainital', 'ranikhet', 'naukuchiatal', 'bhimtal']","['Amazing', 'Nainital', 'Family', 'Tour', 'Package']"
"5 days honeymoon packages in india: nainital, ranikhet & kausani",honeymoon_package,"delhi ,   nainital ,   kausani ,   ranikhet",4,medium trip,4,5,budget,budget hotel,13000.0,"['delhi', 'nainital', 'kausani', 'ranikhet']","['5', 'Days', 'Honeymoon', 'Packages', 'in', 'India', 'Nainital', 'Ranikhet', 'Kausani']"
nainital tour packages for couple  with jim corbett,honeymoon_package,"delhi ,   nainital ,   kausani ,   ranikhet ,   jim corbett national park",8,medium trip,6,7,standard,3-star hotel,24000.0,"['delhi', 'nainital', 'kausani', 'ranikhet', 'jim', 'corbett', 'national', 'park']","['Nainital', 'Tour', 'Packages', 'for', 'Couple', 'with', 'Jim', 'Corbett']"
"uttarakhand tour package 7 days: nainital, kausani & corbett",holiday_package,"delhi ,   nainital ,   kausani ,   corbett national park",6,medium trip,6,7,budget,budget hotel,15000.0,"['delhi', 'nainital', 'kausani', 'corbett', 'national', 'park']","['Uttarakhand', 'Tour', 'Package', '7', 'Days', 'Nainital', 'Kausani', 'Corbett']"
